biblionumber;document_type;title;subtitle;authors;isbn;ean;date;publisher;pages;abstract;cover_url;holdings;opac_suppressed;list_no;list;list_sort
306617;LIVRE;"Agir pour l'égalité";"questions de genre en bibliothèque";"sous la direction de Florence Salanouve";978-2-37546-138-9;9782375461389;2021;"Presses de l'Enssib";"1 volume (198 p.)";"Comment les bibliothèques peuvent-elles contribuer à faire progresser la question de l'égalité femmes-hommes ? Comment « chausser les lunettes du genre » afin de revoir nos pratiques professionnelles ? Quelles compétences acquérir ? L'enjeu ici, en donnant à voir ce qui n'était pas visible jusque-là, en pensant ce qui n'était pas pensé, est de déconstruire les stéréotypes de genre et de développer des actions en faveur de l'égalité femmes-hommes. A ce titre, cet ouvrage propose des pistes de réflexion-action et des éléments de réponse pratiques pour les communautés professionnelles des bibliothèques et de la documentation (bibliothèques publiques, universitaires, associatives, de recherche, etc.). Porté par un collectif de professionnel.les engagé.es, bibliothécaires, chercheuses, archivistes, ce livre s'articule en trois parties : en quoi la notion de genre interroge les pratiques et les valeurs des professionnel.les, ce que le genre dit des collections, quelles actions et éxperimentations mener. C'est un livre novateur, et d'action, non pas en tant qu'appel à mobilisation, mais comme boîte à outils pour celles et ceux qui cherchent à traduire l'égalité des droits sur le terrain professionnel.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""021.2 SAL""},{""library"": ""BIUTF"", ""location"": ""BUR"", ""callnumber"": ""021.2 agi""}]";0;11;"fonds pro";title
307250;LIVRE;"Assistant de conservation, assistant de conservation principal de 2e classe du patrimoine et des bibliothèques 2023";"concours externe, interne et 3e concours, catégorie B";"[coordination éditoriale, Direction des concours CIG de la petite couronne]";978-2-11-157574-5;9782111575745;2022;"La Documentation française";"1 vol. (272 p.)";"""Rédigée par les concepteurs des sujets et les organisateurs des épreuves, la collection des « Annales corrigées » vous permet de vous entraîner dans les conditions réelles des concours et examens de la fonction publique territoriale. Ce volume propose, pour chacune des épreuves, un cadrage élaboré par les organisateurs, les sujets des sessions précédentes, des indications de correction et de vraies copies de candidats commentées par les correcteurs. En fin d'ouvrage, les rapports des présidents de jurys font le point sur le niveau des candidats et donnent la mesure des attentes de ceux qui vont vous évaluer. Ce manuel vous accompagne tout au long de votre préparation pour connaître parfaitement le cadre d'emplois que vous souhaitez intégrer et la voie d'accès qui vous correspond, tirer parti des informations officielles et des conseils pratiques, bien comprendre les étapes à respecter et ne rien laisser au hasard. Abordez les épreuves de manière sereine, les clés de votre réussite sont dans cet ouvrage.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020.76 ASS""}]";0;11;"fonds pro";title
307497;LIVRE;Bibliothéconomie;"nouveau manuel complet pour l'arrangement, la construction et l'administration des bibliothèques";"Léopold-Auguste Constantin";2-912626-17-X;9782912626165;2006;"Société d'histoire de la lecture";"1 vol. (70 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""020 CON""},{""library"": ""LASH"", ""location"": ""MAG"", ""callnumber"": ""Br 26601-20-A""}]";0;11;"fonds pro";title
307561;LIVRE;"Espaces de création numérique en bibliothèque";;"sous la direction de Cyrille Jaouan & Casimir Jeanroy-Chasseux";978-2-900177-53-2;9782900177532;2019;"ABF, Association des bibliothécaires de France";"1 vol. (244 p.)";"La 4e de couverture indique : ""Cet ouvrage est le fruit d'une vraie et chaleureuse rencontre entre Cyrille Jaouan, le bibliothécaire et Casimir Jeanroy-Chasseux, le maker. Qu'est-ce que ces deux-là peuvent bien fabriquer ensemble ? Dans ce livre pratique, reflet de leurs expériences de terrain respectives, ils reviennent sur ce qui les anime avec passion : permettre au plus grand nombre et à chacun d'accéder aux formidables outils créatifs des labs et ainsi inventer ensemble des formes de médiation numérique inédites et réellement inclusives. Nous sommes en train de voir naître un nouveau profil hybride en bibliothèque : le bibliomaker ! Les nombreux contributeurs de l'ouvrage apportent des éclairages théoriques, historiques, sociologiques, ou encore de riches retours d'expériences pour permettre à chacun de mesurer les enjeux et de mettre en place un Espace de Création Numérique dans sa bibliothèque quels qu'en soient sa taille et son territoire. En effet, outre les aspects budgétaires et matériels, nous évoquons également quelques ingrédients indispensables pour une recette réussie.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 ESP""}]";0;11;"fonds pro";title
308792;LIVRE;"Une histoire des médias";"des origines à nos jours";"Jean-Noël Jeanneney";978-2-7578-5160-9;9782757851609;2015;"Éditions Points";"1 volume (446 pages)";"""Parcours libre, vif et allègre, ce livre raconte comment les sociétés occidentales ont organisé, au cours des âges, leur connaissance d'elles-mêmes et des autres. Il retrace l'essor de la liberté de la presse si difficilement conquise, décrit la diversité des efforts déployés de tout temps par les acteurs, publics ou privés, pour influencer les journaux d'abord, puis la radio et la télévision – jusqu'à Internet. Il offre, enfin, une riche matière à la réflexion des citoyens soucieux d'affronter le bouleversement de la communication planétaire.""";;"[{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""302.230 8 JEA""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070 JEA""}]";0;11;"fonds pro";title
292073;LIVRE;"Aide-mémoire d'informatique documentaire";;"Alexis Rivier";978-2-7654-0953-3;9782765409533;2007;"Éditions du Cercle de la librairie";"1 vol. (156 p.)";;;"[{""library"": ""LIEGEARD"", ""location"": ""SL"", ""callnumber"": ""025 RIV""},{""library"": ""LASH"", ""location"": ""BUR"", ""callnumber"": ""025.04 RIV""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.04 RIV""},{""library"": ""MEDP"", ""location"": ""BUR"", ""callnumber"": ""Z 692 RIV""}]";0;11;"fonds pro";title
291741;LIVRE;"Le livre et ses espaces";;"édition établie sous la direction d'Alain Milon et de Marc Perelman";"978-2-84016-004-5 | 2-84016-004-8";9782840160045;2007;"Presses universitaires de Paris 10";"1 vol. (XVI-702 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.5 LIV""}]";0;11;"fonds pro";title
291567;LIVRE;"La Bibliothèque nationale de France";"mémoire de l'avenir";"Bruno Blasselle et Jacqueline Melet-Sanson";2-07-034341-3;9782070343416;2006;Gallimard;"1 volume (175 pages)";;;"[{""library"": ""GEORGEV"", ""location"": ""SL"", ""callnumber"": ""027.5 BLA""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027.5 BLA""}]";0;11;"fonds pro";title
282096;LIVRE;"La bibliothèque";"une approche politique adaptée au territoire";"Amandine Jacquet,... Claude Poissenot,... Nathalie Étienne,...";978-2-8186-1868-4;9782818618684;2021;"Territorial éditions";"1 vol. (335 p.)";"""Conduire une politique de lecture publique est un enjeu essentiel pour les décideurs et pour les professionnels : s'il appartient aux élus de désigner les objectifs politiques du projet de lecture publique, c'est le rôle des bibliothécaires de décliner ces orientations en actions. Cet ouvrage propose des clés sur les évolutions de la société qui, portées en regard des enjeux territoriaux, trouveront une traduction dans le projet de la bibliothèque. Une deuxième partie abordera les grandes valeurs portées par les politiques sur un territoire : vivre-ensemble, démocratisation culturelle, accessibilité, vitalité économique, et bien d'autres notions, sont autant de socles qui trouveront ici des déclinaisons concrètes et quotidiennes dans la bibliothèque, ce premier service culturel de proximité. Volontairement didactique, après un exposé précis des évolutions sociologiques qui éclaireront les choix, l'ouvrage est organisé en grands chapitres et chaque notion est accompagnée d'exemples concrets et documentés. Un test ludique vient compléter l'ensemble. Afin de toujours mieux adapter la bibliothèque aux territoires qu'elle dessert, ce livre est un outil de dialogue entre élus et professionnels pour aboutir à un projet de bibliothèque partagé et pertinent.""";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 JAC""}]";0;11;"fonds pro";title
283255;LIVRE;"L'indexation matière en transition";"de la réforme de Rameau à l'indexation automatique";"sous la direction d'Étienne Cavalié";978-2-7654-1623-4;9782765416234;2019;"Éditions du Cercle de la librairie";"1 volume (227 p.)";"L'indexation matière en transition retrace et explique, 40 ans après la création du langage documentaire Rameau, l'actualité mouvante autour des questions d'indexation dans le monde des bibliothèques et des métiers de l'information-documentation. Pourquoi la réforme du langage documentaire Rameau ? A quoi doit-elle servir ? Quels problèmes est-elle censée résoudre ? Quels impacts va-t-elle avoir dans les catalogues des bibliothèques ? Comment anticiper les évolutions à venir, et résoudre les problèmes qui en découleront ? Partant de ces questions d'actualité sur un processus encore en cours, l'indexation matière en transition explore l'ensemble des mutations à l'oeuvre autour de l'indexation matière : l'évolution des données bibliographiques et d'autorité, l'évolution des interfaces et des services, les potentialités offertes. Au-delà de l'utilisation bien connue en recherche avancée, par facette ou par rebond, d'autres modalités d'utilisation sont décrites, afin d'explorer les potentialités de l'indexation matière. Cet ouvrage pose également la question de l'évolution des outils et des données au coeur de la Transition bibliographique. Il s'interroge sur les compétences métier et l'offre de formation pour les acquérir. Les perspectives à moyen ou long terme autour de l'indexation automatique n'impliquent pas une disparition du métier, mais une transformation de ses missions, de ses activités : cette évolution doit se préparer aujourd'hui, afin que les professionnels des bibliothèques restent maîtres de leur collections, des données qu'ils gèrent et des services qu'ils offrent.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.4 IND""}]";0;11;"fonds pro";title
283624;LIVRE;"Normes de catalogage";"normes spécialisées";AFNOR;"2-12-484453-9 | 2-12-484450-4";9782124844531;2005;AFNOR;"1 vol. (X-406 p.)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.3 ASS""},{""library"": ""SCIEN"", ""location"": ""BUR4"", ""callnumber"": ""025.3 ASS""}]";0;11;"fonds pro";title
284565;LIVRE;"Le patrimoine écrit scientifique et technique";"définition, usages et accessibilité | actes du colloque, Roanne, 5-6 octobre 1993";"organisé par la Ville de Roanne, la Fédération française de coopération entre bibliothèques et l'Agence Rhône-Alpes pour le livre et la documentation";2-907420-27-5;9782907420273;1994;"FFCB | ARALD | Bibliothèque municipale";"1 volume (152 pages)";;;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""027 PAT""}]";0;11;"fonds pro";title
285770;LIVRE;"La recherche bibliographique en médecine et santé publique";"guide d'accès";"Evelyne Mouillet";978-2-8101-0183-2;9782810101832;2010;Elsevier-Masson;"1 vol. (XXIV-208 p.)";;;"[{""library"": ""MEDP"", ""location"": ""SL"", ""callnumber"": ""W 26.5 MOU""},{""library"": ""MEDP"", ""location"": ""BUR"", ""callnumber"": ""W 26.5 MOU""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.524 MOU""}]";0;11;"fonds pro";title
286074;LIVRE;"L'information scientifique et technique dans l'univers numérique";"mesures et usages | actes du colloque ""Ressources électroniques académiques : mesures & usages"", Lille, 26-27 novembre 2009 | usage and assessment";"coordonné par Chérifa Boukacem-Zeghmouri";978-2-84365-123-6;9782843651236;2010;ADBS;"1 volume (319 pages)";;;"[{""library"": ""LASH"", ""location"": ""SL1"", ""callnumber"": ""001 INF""},{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""070.579 COL""}]";0;11;"fonds pro";title
286729;LIVRE;"2020, effets et conséquences de la crise sanitaire";;"[Jean-Philippe Accart, Muriel Amar, Isabelle Barth [et al.]]";978-2-492897-00-9;9782492897009;2021;"Bulletin des Bibliothèques de France";"1 vol. (141 p.)";"2020, année sans pareille : l'année 2020 a agi comme un catalyseur. Des tendances déjà à l'œuvre depuis plusieurs années ont ainsi été exacerbées, parfois jusqu'à l'excès. L'ensemble des domaines d'activité des professionnels des bibliothèques a été exposé à ces dynamiques, à un rythme accéléré. Si, à la lueur des épisodes les plus récents de la gestion de la crise sanitaire, le premier confinement semble désormais appartenir au passé, le chapitre qui s'est ouvert avec la crise sanitaire est pourtant loin de s'être refermé. Cette parution spéciale du « Bulletin des bibliothèques de France (BBF) » analyse l'année 2020 du point de vue des professionnels de l'information : dans le contexte inédit de la pandémie, comment les bibliothèques ont-elles maintenu le lien avec leurs publics ? Quelles compétences et ressources managériales les professionnels ont-ils mobilisées ? Le BBF déchiffre par ailleurs l'envers de la production des données scientifiques pour en identifier les enjeux informationnels. Ce volume annuel revient également sur les temps forts de l'année écoulée pour les métiers des bibliothèques et de la documentation et met en perspective approches de bibliothécaires et d'experts d'horizons professionnels variés.";;"[{""library"": ""SCIEN"", ""location"": ""DOC"", ""callnumber"": ""025.5 DEU""}]";0;11;"fonds pro";title
